external_manual_rank,provider_year_key,cms_provider_number,fiscal_year,provider_name,street_address,city,state_abbr,zip5,geocoder_query,external_manual_lane,review_priority,review_issue,provider_volume_score,reviewer_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_geocode_source,manual_geocode_match_type,manual_review_note,reviewed_by,reviewed_at
82,230100__2024,230100,2024,ASCENSION ST. JOSEPH HOSPITAL,200 HEMLOCK ST,TAWAS,MI,48764,"200 HEMLOCK ST, TAWAS, MI, 48764",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.1267,hold,26069,"Iosco County, Michigan",0.84,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
83,261319__2024,261319,2024,MERCY HOSPITAL LINCOLN,1000 EAST CHERRY STREET,TROY,MO,63379,"1000 EAST CHERRY STREET, TROY, MO, 63379",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.1145,accept,29113,"Lincoln County, Missouri",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Lincoln County, Missouri (29113) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 1000 W CHERRY ST, TROY, MO, 63379.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
84,150022__2023,150022,2023,FRANCISCAN HEALTH CRAWFORDSVILLE,1710 LAFAYETTE ROAD,CRAWFORDSVILLE,IN,47933,"1710 LAFAYETTE ROAD, CRAWFORDSVILLE, IN, 47933",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.1129,accept,18107,"Montgomery County, Indiana",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Montgomery County, Indiana (18107) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 1710 LAFAYETTE AVE, CRAWFORDSVILLE, IN, 47933.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
85,673079__2023,673079,2023,ENCOMPASS HEALTH REHABILITATION OF W,3600 SOUTH LOOP 340,ROBINSON,TX,76706,"3600 SOUTH LOOP 340, ROBINSON, TX, 76706",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.1078,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
86,144028__2024,144028,2024,JOHN J MADDEN MENTAL HEALTH CENTER,1200 S FIRST AVE,HINES,IL,60141,"1200 S FIRST AVE, HINES, IL, 60141",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.1067,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
87,231325__2024,231325,2024,MYMICHIGAN MEDICAL CENTER GLADWIN,515 QUATER STREET,GLADWIN,MI,48624,"515 QUATER STREET, GLADWIN, MI, 48624",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.1001,hold,26051,"Gladwin County, Michigan",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: street_token_support_missing.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
88,390117__2024,390117,2024,UPMC BEDFORD,10455 LINCOLN HIGHWAY,EVERETT,PA,15537,"10455 LINCOLN HIGHWAY, EVERETT, PA, 15537",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0983,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
89,361330__2023,361330,2023,HOCKING VALLEY,601 STATE ROUTE 664,LOGAN,OH,43138,"601 STATE ROUTE 664, LOGAN, OH, 43138",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0976,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
90,451333__2024,451333,2024,MARTIN COUNTY HOSPITAL,610 N. SAINT PETER STREET,STANTON,TX,79782,"610 N. SAINT PETER STREET, STANTON, TX, 79782",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0969,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
91,110236__2024,110236,2024,CHI MEMORIAL HOSPITAL - GEORGIA,101 GROSS CRESCENT CIRCLE,FT OGLETHORPE,GA,30742,"101 GROSS CRESCENT CIRCLE, FT OGLETHORPE, GA, 30742",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0943,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
92,251300__2023,251300,2023,S.E. LACKEY MEMORIAL HOSPITAL,330 NORTH BROAD STEET,FOREST,MS,39074,"330 NORTH BROAD STEET, FOREST, MS, 39074",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0914,accept,28123,"Scott County, Mississippi",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Scott County, Mississippi (28123) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 330 N BROAD ST, FOREST, MS, 39074.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
93,370178__2024,370178,2024,ADAIR COUNTY  HEALTH CENTER,100 HIGHWAY WEST,STILWELL,OK,74960,"100 HIGHWAY WEST, STILWELL, OK, 74960",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0808,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
94,291311__2023,291311,2023,DESERT VIEW REGIONAL MEDICAL CENTER,360 S LOLA LANE,PAHRUMP,NV,89048,"360 S LOLA LANE, PAHRUMP, NV, 89048",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0796,accept,32023,"Nye County, Nevada",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Nye County, Nevada (32023) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 360 LOLA, PAHRUMP, NV, 89048.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
95,370015__2024,370015,2024,HILLCREST HOSPITAL PRYOR,111 N. BAILEY,PRYOR,OK,74361,"111 N. BAILEY, PRYOR, OK, 74361",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0764,accept,40097,"Mayes County, Oklahoma",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Mayes County, Oklahoma (40097) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 111 N BAILEY ST, PRYOR, OK, 74361.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
96,670131__2024,670131,2024,BAYLOR SCOTT & WHITE - BUDA,5330 OVERPASS ROAD SUITE 110,BUDA,TX,78610,"5330 OVERPASS ROAD SUITE 110, BUDA, TX, 78610",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0724,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
97,110111__2023,110111,2023,UNIVERSITY HOSPITAL MCDUFFIE,2460 WASHINGTON RD  NE,THOMSON,GA,30824,"2460 WASHINGTON RD NE, THOMSON, GA, 30824",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0674,accept,13189,"McDuffie County, Georgia",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports McDuffie County, Georgia (13189) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 2460 WASHINGTON RD, THOMSON, GA, 30824.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
98,110111__2024,110111,2024,UNIVERSITY HOSPITAL MCDUFFIE,2460 WASHINGTON RD  NE,THOMSON,GA,30824,"2460 WASHINGTON RD NE, THOMSON, GA, 30824",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0674,accept,13189,"McDuffie County, Georgia",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports McDuffie County, Georgia (13189) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 2460 WASHINGTON RD, THOMSON, GA, 30824.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
99,140167__2023,140167,2023,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN AVENUE,WATSEKA,IL,60970,"200 FAIRMAN AVENUE, WATSEKA, IL, 60970",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0674,accept,17075,"Iroquois County, Illinois",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Iroquois County, Illinois (17075) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 200 E FAIRMAN AVE, WATSEKA, IL, 60970.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
100,141353__2023,141353,2023,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN AVENUE,WATSEKA,IL,60970,"200 FAIRMAN AVENUE, WATSEKA, IL, 60970",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0674,accept,17075,"Iroquois County, Illinois",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Iroquois County, Illinois (17075) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 200 E FAIRMAN AVE, WATSEKA, IL, 60970.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
101,181331__2024,181331,2024,MCDOWELL ARH,9879 ROUTE 122,MCDOWELL,KY,41647,"9879 ROUTE 122, MCDOWELL, KY, 41647",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0674,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
102,341317__2023,341317,2023,LIFEBRITE COMM HOSP OF STOKES,1570 NC 8 & 89 HWY N,DANBURY,NC,27016,"1570 NC 8 & 89 HWY N, DANBURY, NC, 27016",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0674,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
103,451396__2023,451396,2023,MID COAST MEDICAL CENTER-CENTRAL,200 N. OLLIE STREET,LLANO,TX,78643,"200 N. OLLIE STREET, LLANO, TX, 78643",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0674,accept,48299,"Llano County, Texas",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Llano County, Texas (48299) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 200 W OLLIE ST, LLANO, TX, 78643.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
104,511310__2024,511310,2024,SUMMERS COUNTY ARH,TERRACE STREET,HINTON,WV,25951,"TERRACE STREET, HINTON, WV, 25951",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0674,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
105,371338__2024,371338,2024,HARMON MEMORIAL HOSPITAL,400 EAST CHESTNUT,HOLLIS,OK,73550,"400 EAST CHESTNUT, HOLLIS, OK, 73550",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0593,accept,40057,"Harmon County, Oklahoma",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Harmon County, Oklahoma (40057) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 400 E CHESTNUT ST, HOLLIS, OK, 73550.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
106,451331__2024,451331,2024,COON MEMORIAL HOSPITAL,1411 DENVER,DALHART,TX,79022,"1411 DENVER, DALHART, TX, 79022",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0591,accept,48205,"Hartley County, Texas",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Hartley County, Texas (48205) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 1411 DENVER AVE, DALHART, TX, 79022.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
107,390104__2024,390104,2024,UPMC KANE,4372 ROUTE 6,KANE,PA,16735,"4372 ROUTE 6, KANE, PA, 16735",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.055,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
108,011306__2024,011306,2024,TANNER MEDICAL CENTER ALABAMA  INC.,1032 MAIN STREET SOUTH,WEDOWEE,AL,36278,"1032 MAIN STREET SOUTH, WEDOWEE, AL, 36278",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0515,accept,01111,"Randolph County, Alabama",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Randolph County, Alabama (01111) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 1032 N MAIN ST, WEDOWEE, AL, 36278.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
109,241301__2024,241301,2024,LAKEWOOD HEALTH CENTER,600 MAIN AVENUE S,BAUDETTE,MN,56623,"600 MAIN AVENUE S, BAUDETTE, MN, 56623",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0453,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
110,171357__2023,171357,2023,HILLSBORO COMMUNITY HOSPITAL,101 INDUSTRIAL BLVD,HILLSBORO,KS,67063,"101 INDUSTRIAL BLVD, HILLSBORO, KS, 67063",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0404,accept,20115,"Marion County, Kansas",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Marion County, Kansas (20115) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 101 INDUSTRIAL RD, HILLSBORO, KS, 67063.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
111,371331__2023,371331,2023,DRUMRIGHT REGIONAL HOSPITAL,610 WEST BYPASS,DRUMRIGHT,OK,74030,"610 WEST BYPASS, DRUMRIGHT, OK, 74030",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0404,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
112,371303__2024,371303,2024,ROGER MILLS MEMORIAL HOSPITAL,501 SOUTH LL MALES AVENUE,CHEYENNE,OK,73628,"501 SOUTH LL MALES AVENUE, CHEYENNE, OK, 73628",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0404,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
113,521300__2024,521300,2024,ASPIRUS EAGLE RIVER HOSPITAL,201 HOSPITAL ROAD,EAGLE RIVER,WI,54521,"201 HOSPITAL ROAD, EAGLE RIVER, WI, 54521",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0382,accept,55125,"Vilas County, Wisconsin",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Vilas County, Wisconsin (55125) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 201 E HOSPITAL RD, EAGLE RIVER, WI, 54521.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
114,670285__2023,670285,2023,KINGWOOD EMERGENCY HOSPITAL,23330 HIGHWAY 59 N,KINGWOOD,TX,77339,"23330 HIGHWAY 59 N, KINGWOOD, TX, 77339",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.034,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
115,014006__2023,014006,2023,MOUNTAIN VIEW HOSPITAL,3001 SCENIC HWY,GADSEN,AL,35904,"3001 SCENIC HWY, GADSEN, AL, 35904",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0,hold,01055,"Etowah County, Alabama",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: matched_address_lacks_city_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
116,194118__2023,194118,2023,MERCY BEHAVIORAL HOSPITAL,2810 US HIGHWAY 71 S,LECOMPTE,LA,71346,"2810 US HIGHWAY 71 S, LECOMPTE, LA, 71346",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0,hold,22079,"Rapides Parish, Louisiana",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: street_token_support_missing.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
117,244016__2023,244016,2023,PRAIRIECARE,9400 ZANE AVE N,BROOKLYN PARK,MN,55443,"9400 ZANE AVE N, BROOKLYN PARK, MN, 55443",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
118,264020__2024,264020,2024,ROYAL OAKS HOSPITAL,307 NORTH MAIN,WINDSOR,MO,65360,"307 NORTH MAIN, WINDSOR, MO, 65360",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0,accept,29083,"Henry County, Missouri",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Henry County, Missouri (29083) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 307 N MAIN ST, WINDSOR, MO, 65360.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
119,414003__2023,414003,2023,EMMA P BRADLEY HOSPITAL,1011 VETERANS MEMORIAL PARKWAY,EAST PROVIDENCE,RI,02915,"1011 VETERANS MEMORIAL PARKWAY, EAST PROVIDENCE, RI, 02915",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0,hold,44007,"Providence County, Rhode Island",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: matched_address_lacks_city_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
120,453317__2023,453317,2023,COOK CHILDREN CARE,4100 W UNIVERSITY DR,PROSPER,TX,75078,"4100 W UNIVERSITY DR, PROSPER, TX, 75078",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
121,464007__2024,464007,2024,BENCHMARK BEHAVIORAL HEALTH SYSTEM I,592 WEST 1350 SOUTH,WOOD CROSS,UT,84087,"592 WEST 1350 SOUTH, WOOD CROSS, UT, 84087",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0,hold,49011,"Davis County, Utah",0.84,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; street_token_support_missing; matched_address_lacks_city_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
122,493300__2024,493300,2024,CUMBERLAND HOSPITAL LLC,9407 CUMBERLAND RD,NEW KENT,VA,23124,"9407 CUMBERLAND RD, NEW KENT, VA, 23124",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
123,514011__2023,514011,2023,HIGHLAND CLARKSBURG HOSPITAL INC,3 HOSPITAL PLAZA,CLARKSBURG,WV,26301,"3 HOSPITAL PLAZA, CLARKSBURG, WV, 26301",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.0,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
124,110215__2024,110215,2024,PIEDMONT FAYETTE HOSPITAL INC.,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,"1255 HIGHWAY 54 WEST, FAYETTEVILLE, GA, 30214",external_geocoder_required_no_local_candidate,medium,county_text_unmatched,1.0,hold,13113,"Fayette County, Georgia",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: street_token_support_missing.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
