batch_id,queue_row_id,attempt_label,census_street,census_city,census_state,census_zip,repair_notes,address_key,entity_name,primary_ticker,filing_date,filing_accession,geocode_review_reason,current_snapshot_fips,current_snapshot_county_name
sec_pit_0326__044,sec_pit_0326,parsed_original,"2 nd Fl, 2821",New York,NY,10001,,"2 ND FL, 2821|NEW YORK|NY|10001",Data Storage Corp,DTST,2026-05-15,0001731122-26-000732,,36061,New York County
sec_pit_0326__045,sec_pit_0326,parser_repair,2821,New York,NY,10001,,"2 ND FL, 2821|NEW YORK|NY|10001",Data Storage Corp,DTST,2026-05-15,0001731122-26-000732,,36061,New York County
sec_pit_0326__046,sec_pit_0326,snapshot_street_after_parser_repair,"244 5TH AVENUE 2ND FL., SUITE 2821",New York,NY,10001,snapshot_street_check,"2 ND FL, 2821|NEW YORK|NY|10001",Data Storage Corp,DTST,2026-05-15,0001731122-26-000732,,36061,New York County
sec_pit_0140__047,sec_pit_0140,parsed_original,550 South Tryon Street,Charlotte,NC,28202,,550 SOUTH TRYON STREET|CHARLOTTE|NC|28202-1803,Duke Energy CORP,DUK,2019-02-28,0001326160-19-000057,,37119,Mecklenburg County
sec_pit_0140__048,sec_pit_0140,snapshot_street_after_parser_repair,525 SOUTH TRYON STREET,Charlotte,NC,28202,snapshot_street_check,550 SOUTH TRYON STREET|CHARLOTTE|NC|28202-1803,Duke Energy CORP,DUK,2019-02-28,0001326160-19-000057,,37119,Mecklenburg County
sec_pit_0379__049,sec_pit_0379,parsed_original,43059 Delaware 39-3560171 8285 Tournament Drive,Memphis,TN,38125,,43059 DELAWARE 39-3560171 8285 TOURNAMENT DRIVE|MEMPHIS|TN|38125,"FedEx Freight Holding Company, Inc.",FDXF,2026-05-13,0001104659-26-060223,,47157,Shelby County
sec_pit_0379__050,sec_pit_0379,parser_repair,8285 Tournament Drive,Memphis,TN,38125,,43059 DELAWARE 39-3560171 8285 TOURNAMENT DRIVE|MEMPHIS|TN|38125,"FedEx Freight Holding Company, Inc.",FDXF,2026-05-13,0001104659-26-060223,,47157,Shelby County
sec_pit_0379__051,sec_pit_0379,snapshot_street_after_parser_repair,8525 TOURNAMENT DRIVE,Memphis,TN,38125,snapshot_street_check,43059 DELAWARE 39-3560171 8285 TOURNAMENT DRIVE|MEMPHIS|TN|38125,"FedEx Freight Holding Company, Inc.",FDXF,2026-05-13,0001104659-26-060223,,47157,Shelby County
sec_pit_0380__052,sec_pit_0380,parsed_original,43059 Delaware 39-3560171 8285 Tournament Drive,Memphis,TN,38125,,43059 DELAWARE 39-3560171 8285 TOURNAMENT DRIVE|MEMPHIS|TN|38125,"FedEx Freight Holding Company, Inc.",FDXF,2026-05-18,0001104659-26-063207,,47157,Shelby County
sec_pit_0380__053,sec_pit_0380,parser_repair,8285 Tournament Drive,Memphis,TN,38125,,43059 DELAWARE 39-3560171 8285 TOURNAMENT DRIVE|MEMPHIS|TN|38125,"FedEx Freight Holding Company, Inc.",FDXF,2026-05-18,0001104659-26-063207,,47157,Shelby County
