packet_rank,cms_provider_number,provider_name,state_abbr,street_address,city,zip5,raw_county,fiscal_year,review_issue,review_priority,suggested_fips,suggested_county_name,supporting_matched_provider_rows,candidate_method,candidate_confidence,review_recommendation,source_operator_review_status,beds_total,discharges_total,total_costs_usd,net_patient_revenue_usd,closeout_action,closeout_note,provider_volume_score,provider_row_id,census_candidate_fips,census_candidate_county_name,census_match_status,census_match_type,census_matched_address,census_candidate_score,census_attempt_label,census_candidate_confidence,conflicting_census_candidate_fips,census_candidate_status,census_candidate_note,production_model_rank_or_dashboard_change
127,453311,SHRINERS HOSPITAL FOR CHILDREN,TX,815 MARKET STREET,GALVESTON,77550,,2023,cms_county_blank,high,48167,"Galveston County, Texas",1,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,,,,,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.0,453311__2023,48167,"Galveston County, Texas",Match,Exact,"815 MARKET ST, GALVESTON, TX, 77550",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
128,453314,TEXAS SCOTTISH RITE HOSPITAL FOR CHI,TX,2222 WELBORN STREET,DALLAS,75219,,2023,cms_county_blank,high,48113,"Dallas County, Texas",22,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,,,,,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.0,453314__2023,48113,"Dallas County, Texas",Match,Exact,"2222 WELBORN ST, DALLAS, TX, 75219",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
129,503302,SHRINERS HOSPITALS FOR CHILDREN,WA,911 W FIFTH AVENUE,SPOKANE,99204,,2023,cms_county_blank,high,53063,"Spokane County, Washington",5,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,,,,,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.0,503302__2023,53063,"Spokane County, Washington",Match,Exact,"911 W 5TH AVE, SPOKANE, WA, 99204",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
130,290057,HENDERSON HOSPITAL,NV,1050 WEST GALLERIA DRIVE,HENDERSON,89011,AMADOR,2023,county_text_unmatched,medium,32003,"Clark County, Nevada",5,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,county_fips_unmatched_review_required,298.0,20619.0,283139274.0,369409028.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,1.0,290057__2023,32003,"Clark County, Nevada",Match,Non_Exact,"1050 GALLERIA DR, HENDERSON, NV, 89011",0.88,provider_original,0.89,,same_city_census_context_only,Census result is useful context but not strict enough for automatic same-city acceptance.,False
131,400016,AUXILIO MUTUO HOSPITAL,PR,PONCE DE LEON,SAN JUAN,00919,,2023,cms_county_blank,medium,72127,San Juan Muno,3,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,488.0,17410.0,222107178.0,246596454.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,1.0,400016__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
132,400044,SAN LUCAS PONCE,PR,917 AVE TITO CASTRO,PONCE,00733,,2023,cms_county_blank,medium,72113,Ponce Muno,3,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,336.0,15880.0,128796764.0,152402856.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.8096,400044__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
133,100206,MEMORIAL HOSPITAL OF TAMPA,FL,2901 SWANN AVENUE,TAMPA,33609,HILLSBOURGH,2023,county_text_unmatched,medium,12057,"Hillsborough County, Florida",7,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,county_fips_unmatched_review_required,284.0,5533.0,180091590.0,200670137.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.6843,100206__2023,12057,"Hillsborough County, Florida",Match,Non_Exact,"2901 W SWANN AVE, TAMPA, FL, 33609",0.88,provider_original,0.89,,same_city_census_context_only,Census result is useful context but not strict enough for automatic same-city acceptance.,False
134,400061,UNIVERSITY DISCTRICT HOSPITAL,PR,BO. MONACILLO,SAN JUAN,00922,PUERTO RICO,2024,county_text_unmatched,medium,72127,San Juan Muno,3,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,county_fips_unmatched_review_required,204.0,7413.0,129171912.0,108313813.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.4916,400061__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
135,400001,ASHFORD PRESBYTERIAN COMMUNITY CORP,PR,1451 ASHFORD AVE.,SAN JUAN,00902,,2024,cms_county_blank,medium,72127,San Juan Muno,3,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,173.0,8156.0,60216210.0,69561206.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.4169,400001__2024,72127,San Juan Muno,Match,Non_Exact,"1451 AVE ASHFORD, SAN JUAN, PR, 00907",0.8,provider_original,0.84,,same_city_census_context_only,Census result is useful context but not strict enough for automatic same-city acceptance.,False
136,400014,HOSPITAL BELLA VISTA,PR,349 KM 2.7,MAYAGUEZ,00680,,2023,cms_county_blank,medium,72097,Mayagüez Muno,2,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,158.0,3786.0,40405022.0,40522605.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.3807,400014__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
137,400015,SAN JUAN MUNICIPAL HOSPITAL,PR,RIO PIEDRAS STATION,SAN JUAN,00928,,2024,cms_county_blank,medium,72127,San Juan Muno,3,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,145.0,5355.0,88665795.0,99596842.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.3494,400015__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
138,400127,ADMIN DE SERVICIOS MEDICOS DE PR,PR,CENTRO MEDICO,SAN JUAN,00922,,2024,cms_county_blank,medium,72127,San Juan Muno,3,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,65.0,1632.0,143190592.0,234252304.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.3377,400127__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
139,400098,HOSPITAL SAN FRANCISCO,PR,DE DIEGO AVE. #371,RIO PIEDRAS,00923,RIO PIEDRAS,2023,county_text_unmatched,medium,72127,San Juan Muno,1,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,county_fips_unmatched_review_required,139.0,4112.0,36023250.0,44399547.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.3349,400098__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
140,400106,HOSPITAL METROPOLITANO,PR,21 #1785,RIO PIEDRAS,00922,,2023,cms_county_blank,medium,72127,San Juan Muno,1,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,132.0,4353.0,33670119.0,49829173.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.3181,400106__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
141,400022,HOSPITAL DAMAS,PR,2213 PONCE BY PASS,PONCE,00717,,2023,cms_county_blank,medium,72113,Ponce Muno,3,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,128.0,5522.0,66237197.0,62906926.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.3084,400022__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
142,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,MA,100 CENTURY DR,WORCESTER,01606,COLES,2023,county_text_unmatched,medium,25027,"Worcester County, Massachusetts",5,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,county_fips_unmatched_review_required,120.0,2417.0,29177010.0,35049255.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2892,224045__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
143,400003,HOSPITAL DR. PILA,PR,2445 AVE. LAS AMERICAS,PONCE,00731,,2023,cms_county_blank,medium,72113,Ponce Muno,3,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,115.0,3898.0,33127122.0,45109553.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2771,400003__2023,72113,Ponce Muno,Match,Non_Exact,"2445 AVE LAS AMERICAS, PONCE, PR, 00717",0.8,provider_original,0.84,,same_city_census_context_only,Census result is useful context but not strict enough for automatic same-city acceptance.,False
144,400006,DOCTORS CENTER HOSPITAL SAN JUAN I,PR,1395 SAN RAFAEL ST. PDA. 20,SAN JUAN,00910,,2023,cms_county_blank,medium,72127,San Juan Muno,3,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,110.0,5179.0,34502937.0,38065669.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2651,400006__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
145,054095,AURORA SAN DIEGO BEHAVIORAL,CA,11878 AVENUE OF INDUSTRY,SAN DIEGO,92128,SAN DEIGO,2023,county_text_unmatched,medium,06073,"San Diego County, California",9,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,county_fips_unmatched_review_required,101.0,2451.0,35794716.0,38065051.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2434,054095__2023,06073,"San Diego County, California",Match,Exact,"11878 AVE OF INDUSTRY, SAN DIEGO, CA, 92128",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
146,374016,ROLLING HILLS HOSPITAL,OK,1000 ROLLING HILLS LANE,ADA,74820,PONTOC,2023,county_text_unmatched,medium,40123,"Pontotoc County, Oklahoma",2,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,county_fips_unmatched_review_required,60.0,945.0,18938349.0,26519112.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.1446,374016__2023,40123,"Pontotoc County, Oklahoma",Match,Exact,"1000 ROLLING HILLS LN, ADA, OK, 74820",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
147,104001,SOUTH FLORIDA STATE HOSPITAL,FL,800 EAST CYPRESS DRIVE,PEMBROKE PINES,33025,DADE,2024,county_text_unmatched,medium,12011,"Broward County, Florida",2,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,county_fips_unmatched_review_required,50.0,43.0,40267180.0,1563552.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.1205,104001__2024,12011,"Broward County, Florida",Match,Non_Exact,"800 CYPRESS DR, PEMBROKE PINES, FL, 33025",0.88,provider_original,0.89,,same_city_census_context_only,Census result is useful context but not strict enough for automatic same-city acceptance.,False
148,450874,BAYLOR SURGICAL HOSPITAL LAS COLINAS,TX,400 W I-635 SUITE 101,IRVING,75063,IRVING,2023,county_text_unmatched,medium,48113,"Dallas County, Texas",1,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,county_fips_unmatched_review_required,20.0,663.0,52087563.0,79823675.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.1151,450874__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
149,063036,DENVER REHABILITATION HOSPITAL  LLC,CO,4650 CENTRAL PARK BLVD.,DENVER,80238,CRAWFORD,2023,county_text_unmatched,medium,08031,"Denver County, Colorado",9,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,county_fips_unmatched_review_required,40.0,770.0,16613618.0,16508348.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.0964,063036__2023,08031,"Denver County, Colorado",Match,Exact,"4650 CENTRAL PARK BLVD, DENVER, CO, 80238",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
150,400136,HOSPITAL SAN ANTONIO INC,PR,18 CALLE DR RAMON E BETANCES N,MAYAGUEZ,00680,,2024,cms_county_blank,medium,72097,Mayagüez Muno,2,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,,,,,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.0,400136__2024,72097,Mayagüez Muno,Match,Non_Exact,"18 CLL DR RAMON EMETERIO BETANCES, MAYAGUEZ, PR, 00680",0.88,provider_original,0.89,,same_city_census_context_only,Census result is useful context but not strict enough for automatic same-city acceptance.,False
