packet_rank,cms_provider_number,provider_name,state_abbr,street_address,city,zip5,raw_county,fiscal_year,review_issue,review_priority,suggested_fips,suggested_county_name,supporting_matched_provider_rows,candidate_method,candidate_confidence,review_recommendation,source_operator_review_status,beds_total,discharges_total,total_costs_usd,net_patient_revenue_usd,closeout_action,closeout_note,provider_volume_score,provider_row_id,census_candidate_fips,census_candidate_county_name,census_match_status,census_match_type,census_matched_address,census_candidate_score,census_attempt_label,census_candidate_confidence,conflicting_census_candidate_fips,census_candidate_status,census_candidate_note,production_model_rank_or_dashboard_change
226,194114,RIVER PLACE BEHAVIORAL HEALTH,LA,500 RUE DE SANTE,LAPLACE,70068,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,104.0,3518.0,17151469.0,22368871.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2506,194114__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
227,114016,ST. SIMONS BY THE SEA,GA,2927 DEMERE ROAD,ST. SIMONS ISLAND,31522,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,101.0,2497.0,15889265.0,14220754.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2434,114016__2023,13127,"Glynn County, Georgia",Match,Exact,"2927 DEMERE RD, ST SIMONS ISLAND, GA, 31522",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
228,110128,MEADOWS REGIONAL MEDICAL CENTER,GA,1 MEADOWS PARKWAY,VIDALIA,30474,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,57.0,4995.0,80851297.0,126546297.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2423,110128__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
229,100267,ENGLEWOOD COMMUNITY HOSPITAL,FL,700 MEDICAL BLVD,ENGLEWOOD,34223,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,100.0,4504.0,66490684.0,83887049.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.241,100267__2023,12115,"Sarasota County, Florida",Match,Exact,"700 MEDICAL BLVD, ENGLEWOOD, FL, 34223",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
230,454149,PERIMETER BEHAVIORAL HOSPITAL OF DAL,TX,2696 W WALNUT STREET,GARLAND,75042,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,100.0,2189.0,18386969.0,15881054.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.241,454149__2023,48113,"Dallas County, Texas",Match,Exact,"2696 W WALNUT ST, GARLAND, TX, 75042",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
231,420048,MUSC HEALTH KERSHAW MEDICAL CENTER,SC,1315 ROBERTS STREET,CAMDEN,29020,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,99.0,3374.0,110662446.0,94168055.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2386,420048__2024,45055,"Kershaw County, South Carolina",Match,Exact,"1315 ROBERTS ST, CAMDEN, SC, 29020",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
232,110023,ADVENTHEALTH GORDON,GA,1035 RED BUD ROAD,CALHOUN,30703,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,69.0,4320.0,128157314.0,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2356,110023__2023,13129,"Gordon County, Georgia",Match,Non_Exact,"1035 RED BUD RD NE, CALHOUN, GA, 30701",0.8,provider_original,0.84,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
233,230193,MCLAREN LAPEER REGION,MI,1375 NORTH MAIN STREET,LAPEER,48436,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,92.0,4845.0,111398623.0,132203736.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.235,230193__2023,26087,"Lapeer County, Michigan",Match,Non_Exact,"1375 N MAIN ST, LAPEER, MI, 48446",0.8,provider_original,0.84,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
234,100320,HCA FLORIDA POINCIANA HOSPITAL,FL,325 CYPRESS PARKWAY,KISSIMMMEE,34758,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,94.0,4832.0,83670709.0,136879455.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2344,100320__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
235,670108,BAYLOR SCOTT & WHITE - MARBLE FALLS,TX,810 WEST HIGHWAY 71,MARBLE FALLS,78654,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,46.0,2639.0,124306843.0,154759564.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2286,670108__2024,48053,"Burnet County, Texas",Match,Exact,"810 W STATE HWY 71, MARBLE FALLS, TX, 78654",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
236,050769,HOAG ORTHOPEDIC INSTITUTE,CA,16250 SAND CANYON AVENUE,IRVINE,92618,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,70.0,1882.0,108742510.0,156307039.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2253,050769__2023,06059,"Orange County, California",Match,Exact,"16250 SAND CANYON AVE, IRVINE, CA, 92618",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
237,410013,THE WESTERLY HOSPITAL,RI,25 WELLS STREET,WESTERLY,02891,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,77.0,3077.0,120946835.0,124259066.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2224,410013__2023,44009,"Washington County, Rhode Island",Match,Exact,"25 WELLS ST, WESTERLY, RI, 02891",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
238,520212,MARSHFIELD MEDICAL CENTER-MINOCQUA,WI,9576 STATE HIGHWAY 70,MINOCQUA,54548,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,31.0,1332.0,120573074.0,123346352.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2217,520212__2023,55085,"Oneida County, Wisconsin",Match,Exact,"9576 STATE HWY 70, MINOCQUA, WI, 54548",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
239,150057,FRANCISCAN HEALTH MOORESVILLE,IN,1201 HADLEY ROAD,MOORESVILLE,46158,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,80.0,2307.0,101633956.0,152269772.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2195,150057__2023,18109,"Morgan County, Indiana",Match,Exact,"1201 HADLEY RD, MOORESVILLE, IN, 46158",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
240,180002,WHITESBURG ARH,KY,240 HOSPITAL ROAD,WHITESBURG,41858,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,90.0,2808.0,57616244.0,58128670.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2169,180002__2024,21133,"Letcher County, Kentucky",Match,Exact,"240 HOSPITAL RD, WHITESBURG, KY, 41858",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
241,214012,THOMAS B. FINAN,MD,10102 COUNTRY CLUB ROAD SE,CUMBERLAND,21502,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,88.0,55.0,20431323.0,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.212,214012__2024,24001,"Allegany County, Maryland",Match,Exact,"10102 COUNTRY CLUB RD SE, CUMBERLAND, MD, 21502",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
242,230095,MYMICHIGAN MEDICAL CTR  WEST BRAN,MI,2463 S M-30,WEST BRANCH,48661,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,88.0,1815.0,58760273.0,68739954.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.212,230095__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
243,230005,PROMEDICA HICKMAN HOSPITAL,MI,5640 NORTH ADRIAN HIGHWAY,ADRIAN,49221,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,58.0,2755.0,111357989.0,126185960.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2047,230005__2023,26091,"Lenawee County, Michigan",Match,Exact,"5640 N ADRIAN HWY, ADRIAN, MI, 49221",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
244,214002,EASTERN SHORE HOSPITAL CENTER,MD,5262 WOODS RD,CAMBRIDGE,21613,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,84.0,96.0,22170857.0,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2024,214002__2024,24019,"Dorchester County, Maryland",Match,Exact,"5262 WOODS RD, CAMBRIDGE, MD, 21613",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
245,450587,HENDRICK MEDICAL CENTER BROWNWOOD,TX,1501 BURNET DRIVE,BROWNWOOD,76804,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,63.0,3707.0,108659516.0,126565337.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1998,450587__2024,48049,"Brown County, Texas",Match,Non_Exact,"1501 BURNEY DR, BROWNWOOD, TX, 76801",0.8,provider_original,0.84,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
246,021313,SOUTH PENINSULA HOSPITAL,AK,4300 BARTLETT ST.,HOMER,99603,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,21.0,551.0,103500756.0,129353807.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1903,021313__2024,02122,"Kenai Peninsula Borough, Alaska",Match,Exact,"4300 BARTLETT ST, HOMER, AK, 99603",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
247,381318,HOOD RIVER MEMORIAL HOSPITAL,OR,810 12TH ST,HOOD RIVER,97031,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,1801.0,89053075.0,130726709.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1884,381318__2023,41027,"Hood River County, Oregon",Match,Exact,"810 12TH ST, HOOD RIVER, OR, 97031",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
248,061317,GRAND RIVER HOSPITAL DISTRICT,CO,501 AIRPORT ROAD,RIFLE,81650,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,500.0,99266247.0,89779430.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1825,061317__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
249,230022,COMMUNITY HEALTH CENTER BRANCH,MI,274 EAST CHICAGO STREET,COLDWATER,49036,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,75.0,2155.0,72661097.0,75959027.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1807,230022__2023,26023,"Branch County, Michigan",Match,Exact,"274 E CHICAGO ST, COLDWATER, MI, 49036",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
250,231337,ST. FRANCIS HOSPITAL,MI,3410 LUDINGTON STREET,ESCANABA,49829,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,1851.0,96222071.0,114119096.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1769,231337__2023,26041,"Delta County, Michigan",Match,Exact,"3410 LUDINGTON ST, ESCANABA, MI, 49829",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
251,220030,BAYSTATE WING HOSPITAL & MEDICAL CTR,MA,40 WRIGHT STREET,PALMER,01069,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,40.0,3295.0,95872663.0,100573377.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1763,220030__2023,25013,"Hampden County, Massachusetts",Match,Exact,"40 WRIGHT ST, PALMER, MA, 01069",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
252,524042,MIRAMOUNT BEHAVIORAL HEALTH,WI,3169 DEMMING WAY,MIDDLETON,53562,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,72.0,1393.0,16057458.0,16168781.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1735,524042__2023,55025,"Dane County, Wisconsin",Match,Non_Exact,"3169 DEMING WAY, MIDDLETON, WI, 53562",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
253,380071,WILLAMETTE VALLEY MEDICAL CENTER,OR,2700 SE STRATUS AVENUE,MCMINNVILLE,97128,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,50.0,2584.0,80783951.0,113603973.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1638,380071__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
254,170006,VIA CHRISTI HOSPITAL PITTSBURG  INC.,KS,1 MT CARMEL WAY,PITTSBURG,66762,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,64.0,2785.0,88579228.0,85596742.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1629,170006__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
255,460014,MOUNTAIN WEST MEDICAL CENTER,UT,211 SOUTH 100 EAST,TOOELE,84074,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,36.0,1715.0,55469400.0,106100595.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1529,460014__2023,49045,"Tooele County, Utah",Match,Exact,"211 S 100 E, TOOELE, UT, 84074",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
256,230180,MYMICHIGAN MEDICAL CENTER CLARE,MI,703 N. MCEWAN STREET,CLARE,48617,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,49.0,962.0,81376200.0,103545717.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1496,230180__2024,26035,"Clare County, Michigan",Match,Exact,"703 N MCEWAN ST, CLARE, MI, 48617",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
257,052057,SONOMA SPECIALTY HOSPITAL LLC,CA,501 PETALUMA AVE,SEBASTOPOL,95472,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,58.0,509.0,41284452.0,51456140.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1398,052057__2024,06097,"Sonoma County, California",Match,Exact,"501 PETALUMA AVE, SEBASTOPOL, CA, 95472",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
258,173033,MEADOWBROOK REHABILITATION HOSPITAL,KS,427  W MAIN STREET,GARDNER,66030,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,56.0,237.0,25738853.0,30726093.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1349,173033__2023,20091,"Johnson County, Kansas",Match,Exact,"427 W MAIN ST, GARDNER, KS, 66030",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
259,190079,ST. CHARLES PARISH HOSPITAL,LA,1057 PAUL MALLARD ROAD,LULING,70070,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,27.0,837.0,68378524.0,67914017.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1257,190079__2024,22089,"St. Charles Parish, Louisiana",Match,Non_Exact,"1057 PAUL MAILLARD RD, LULING, LA, 70070",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
260,190313,NEW ORLEANS EAST HOSPITAL,LA,5620 READ BOULEVARD,NEW ORLEANS,70127,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,40.0,1031.0,62602096.0,85597725.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1234,190313__2023,22071,"Orleans Parish, Louisiana",Match,Exact,"5620 READ BLVD, NEW ORLEANS, LA, 70127",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
261,010158,RUSSELLVILLE HOSPITAL,AL,15155 HIGHWAY 43,RUSSELLVILLE,35653,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,51.0,938.0,51423381.0,48590057.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1229,010158__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
262,490143,RIVERSIDE DOCTORS HOSPITAL WILLIAMSB,VA,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,23185,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,40.0,2152.0,66090586.0,80022321.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1215,490143__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
263,300014,FRISBIE MEMORIAL HOSPITAL,NH,11 WHITEHALL ROAD,ROCHESTER,03867,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,39.0,966.0,65715503.0,63402305.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1208,300014__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
264,210017,GARRETT COUNTY MEMORIAL HOSPITAL,MD,251 NORTH FOURTH ST.,OAKLAND,21550,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,20.0,1380.0,55532612.0,82036086.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1183,210017__2023,24023,"Garrett County, Maryland",Match,Exact,"251 N 4TH ST, OAKLAND, MD, 21550",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
265,510086,WELCH COMMUNITY HOSPITAL,WV,454 MCDOWELL STREET,WELCH,24801,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,49.0,268.0,29117022.0,10667021.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1181,510086__2024,54047,"McDowell County, West Virginia",Match,Exact,"454 MCDOWELL ST, WELCH, WV, 24801",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
266,241355,GLENCOE REGIONAL HEALTH SERVICES,MN,705 EAST 18TH STREEET,GLENCOE,55336,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,816.0,63721537.0,77452435.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1172,241355__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
267,154055,BRENTWOOD SPRINGS,IN,4488 ROSLIN ROAD,NEWBURGH,47630,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,48.0,2091.0,16323815.0,19192506.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1157,154055__2023,18173,"Warrick County, Indiana",Match,Exact,"4488 ROSLIN RD, NEWBURGH, IN, 47630",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
268,150045,PARKVIEW - DEKALB HEALTH,IN,1316 EAST 7TH STREET,AUBURN,46706,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,48.0,1558.0,55700235.0,71844763.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1157,150045__2023,18033,"DeKalb County, Indiana",Match,Exact,"1316 E 7TH ST, AUBURN, IN, 46706",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
269,041331,OZARKS COMMUNITY HOSPITAL OF GRAVETT,AR,1101 JACKSON ST  SW,GRAVETTE,72736,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,296.0,62837093.0,56653501.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1155,041331__2023,05007,"Benton County, Arkansas",Match,Exact,"1101 JACKSON ST SW, GRAVETTE, AR, 72736",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
270,230100,ASCENSION ST. JOSEPH HOSPITAL,MI,200 HEMLOCK ST,TAWAS,48764,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,47.0,1390.0,50309526.0,55424182.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1133,230100__2024,26069,"Iosco County, Michigan",Match,Non_Exact,"200 HEMLOCK ST, TAWAS CITY, MI, 48763",0.8,provider_original,0.84,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
271,180154,PINEVILLE COMMUNITY HEALTH CENTER,KY,850 RIVERVIEW AVE,PINEVILLE,40977,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,45.0,247.0,41064878.0,26597875.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1084,180154__2024,21013,"Bell County, Kentucky",Match,Exact,"850 RIVERVIEW AVE, PINEVILLE, KY, 40977",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
272,490089,CARILION FRANKLIN MEMORIAL HOSPITAL,VA,180 FLOYD AVE,ROCKY MOUNT,24151,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,37.0,1698.0,55909197.0,75223364.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1084,490089__2023,51067,"Franklin County, Virginia",Match,Exact,"180 FLOYD AVE, ROCKY MOUNT, VA, 24151",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
